VISA,URL,SECTION,DESCRIPTION
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,VORAUSSETZUNGEN,"5 Jahre Freizügigkeitsrecht ausgeübt                                 


                                    Familienangehörige von EU- oder EWR-Bürgern erhalten ein Daueraufenthaltsrecht, wenn sie sich
rechtmäßig 5 Jahre lang ununterbrochen zusammen mit dem EU- oder EWR-Bürger in Deutschland aufgehalten habenund in dieser Zeit durchgehend ein Freizügigkeitsrecht (z. B. als Arbeitnehmer / Selbstständiger / mit ausreichenden eigenen Existenzmitteln) ausgeübt wurde.Ein rechtmäßiger Aufenthalt allein genügt hingegen nicht.                                



                                Antragstellerin / Antragsteller ist selbst keine/kein EU- oder EWR-Bürgerin / Bürger                                


                                    Antragstellerin / Antragsteller besitzt nicht die Staatsangehörigkeit eines der EU-Mitgliedstaaten oder von Island, Liechtenstein oder Norwegen                                



                                Familienangehörige / Familienangehöriger kommt aus der EU (außer Deutschland) oder dem EWR                                


                                    Der oder die Familienangehörige besitzt die Staatsangehörigkeit eines der EU-Mitgliedstaaten (außer Deutschland) oder von Island, Liechtenstein oder Norwegen                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,ERFORDERLICHE UNTERLAGEN,"Antrag auf Ausstellung einer Daueraufenthaltskarte                                



                                gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Formular ""Antrag auf Ausstellung einer Daueraufenthaltskarte"" (ausgefüllt)                                



                                Aufenthaltskarte bzw. Aufenthaltserlaubnis                                




                                        Erweiterte Meldebescheinigung 


                                    Sie müssen Ihren ständigen Aufenthalt in Deutschland nachweisen. Dies gelingt am einfachsten mit einer Meldebescheinigung. Sie können auch Steuerbescheide oder ähnliches verwenden.
Hinweis: Sollten Sie noch nicht ununterbrochen seit 5 Jahren in Berlin leben, legen Sie bitte Nachweise über Ihre(n) vorherige(n) Wohnsitz(e) in Deutschland vor.                                



                                Nachweise zum Freizügigkeitsrecht (für die letzten 5 Jahre)                                

Arbeitnehmer: Bescheinigung des Arbeitgebers über Art und Dauer der BeschäftigungSelbständige: Gewerbeanmeldung, SteuerbescheideNicht-Erwerbstätige: Krankenversicherung und Nachweise über ExistenzmittelIm Einzelfall können weitere Unterlagen gefordert werden.                                



                                Nachweis über Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,FORMULARE,Antrag auf Ausstellung einer Daueraufenthaltskarte
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,GEBÜHREN,"37,00 Euro: Ab dem vollendeten 24. Lebensjahr22,80 Euro: Bis zum vollendeten 24. Lebensjahr"
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,RECHTSGRUNDLAGEN,Freizügigkeitsgesetz/EU (FreizügG/EU) § 4a
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters





                                    Daueraufenthaltsbescheinigung für EU- und EWR-Bürger





                                    Niederlassungserlaubnis für Familienangehörige von Deutschen oder Ausländern (außer EU/EWR)"
Daueraufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324283/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen



LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,VORAUSSETZUNGEN,"Hauptwohnsitz in Berlin                                 




                                Persönliche Vorsprache mit Termin                                


                                    Übertragungen werden bei den Bürgerämtern oder im Landesamt für Einwanderung
grundsätzlich nur mit Termin vorgenommen.                                



                                Übertragung in einem Bürgeramt                                


                                    Sie können grundsätzlich in jedem Berliner Bürgeramt den Übertrag vornehmen lassen, wenn folgende  vorliegen:
Sie besitzen den abgelaufenen Pass.Das Aufenthaltsdokument-GB wurde durch das Landesamt für Einwanderung Berlin erteilt.Zwischen Ablaufdatum des alten Passes und dem Datum der Ausstellung des neuen Passes liegen nicht mehr als 12 Monate.Sie haben Deutschland nicht länger als 12 Monate durchgehend verlassen. 



                                Übertragung im Landesamt für Einwanderung                                


                                    Liegt eine der oben genannten  für die Übertragung durch das Bürgeramt nicht vor (z.B. alter Pass ist nicht mehr vorhanden, das Aufenthaltsdokument-GB wurde nicht durch das Landesamt für Einwanderung Berlin erteilt), ist das Landesamt für Einwanderung für die Übertragung zuständig."
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,ERFORDERLICHE UNTERLAGEN,"Ihr neuer Pass                                



                                Ihr alter Pass                                

                                    Falls Ihr Pass gestohlen wurde und Sie den Diebstahl bei der Polizei angezeigt haben, bringen Sie bitte die Anzeige mit.                                



                                Ihr Aufenthaltsdokument-GB, gegebenenfalls zusammen mit dem Zusatzblatt                                  

                                    Ihnen wurde zum elektronischen Aufenthaltstitel (Plastikkarte) auch ein Zusatzblatt (gefaltetes Dokument aus Papier) ausgestellt? Dann bringen Sie bitte auch dieses Zusatzblatt mit.                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund"
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,GEBÜHREN,"22,80 Euro: bis zum vollendeten 24. Lebensjahr37,00 Euro: ab dem vollendeten 24. Lebensjahr"
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG)
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,Etwa 5-6 Wochen
Aufenthaltsdokument-GB auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330863/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann grundsätzlich bei allen Berliner Bürgerämtern in Anspruch genommen werden, wenn folgende Voraussetzungen erfüllt sind:
Sie haben noch Ihren alten Pass;Das Aufenthaltsdokument-GB wurde in Berlin ausgestellt;Zwischen Ablaufdatum des alten Passes und dem Datum der Ausstellung des neuen Passes liegen nicht mehr als 12 Monate;Sie haben Deutschland nicht länger als 12 Monate durchgehend verlassen.In allen anderen Fällen: Landesamt für Einwanderung





Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/121874/,VORAUSSETZUNGEN,"Persönliche Vorsprache mit Termin                                


                                    Übertragungen werden bei den Bürgerämtern oder im Landesamt für Einwanderung
grundsätzlich nur mit Termin vorgenommen.                                



                                Hauptwohnsitz in Berlin                                




                                Übertragung in einem Bürgeramt                                


                                    Sie können grundsätzlich in jedem Berliner Bürgeramt den Übertrag vornehmen lassen, wenn folgende  vorliegen:
Sie besitzen den abgelaufenen Pass mit einer gültigen Aufenthaltserlaubnis.Die Aufenthaltserlaubnis wurde durch die Ausländerbehörde / das Landesamt für Einwanderung Berlin erteilt.Ihr alter Pass ist vollständig.Zwischen Ablaufdatum des alten Passes und dem Datum der Ausstellung des neuen Passes liegen nicht mehr als 6 Monate.Sie haben Deutschland nicht länger als sechs Monate durchgehend verlassen. 



                                Übertragung im Landesamt für Einwanderung                                


                                    Liegt eine der oben genannten  für die Übertragung durch das Bürgeramt nicht vor (z.B. alter Pass ist nicht mehr vorhanden, die Aufenthaltserlaubnis wurde nicht durch die Ausländerbehörde / das Landesamt für Einwanderung Berlin erteilt), ist für die Übertragung das Landesamt für Einwanderung zuständig."
Aufenthaltserlaubnis auf einen neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/121874/,ERFORDERLICHE UNTERLAGEN,"Ihr neuer Pass                                



                                Ihr alter Pass                                

                                    Falls Ihr Pass gestohlen wurde und Sie den Diebstahl bei der Polizei angezeigt haben, bringen Sie bitte die Anzeige mit.                                



                                Ihre Aufenthaltserlaubnis                                

Elektronischer Aufenthaltstitel (eAT) zusammen mit dem Zusatzblatt oderIhr alter Pass mit dem eingeklebten Aufenthaltstitel 




                                        1 aktuelles biometrisches Passbild 


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund"
